District,villageName,taluka,institutionType,organisationName,solarDemand
Sangli,Ghatnandre,Kavthe Mahankal,Anganwadi,Aaganvadi,1kW
Sangli,Jadhavwadi,Kavthe Mahankal,Anganwadi,Jadhavwadi Anganwadi No. 96,7kW
Sangli,Vithurayachiwadi,Kavthe Mahankal,Anganwadi,Integrated Child Development Project,10kW+
Sangli,Kuchi ,Kavthe Mahankal,Anganwadi,Shere Vasti Kuchi,5kW
Sangli,Basapachiwadi,Kavthe Mahankal,Anganwadi,Masalvasti,5kW
Sangli,Agalgaon ,Kavthe Mahankal,Anganwadi,Integrated Child Development Service Scheme,1kW
Sangli,Ghatnandre,Kavthe Mahankal,Anganwadi,Aaganvadi kr 55,1kW
Sangli,Manjarde ,Tasgaon,Anganwadi,Manjarde (141) 275311100610,1kW
Sangli,Shelkewadi ,Kavthe Mahankal,Anganwadi,Jagtap wasti kr. 28 Shelkewadi ,4kW
Sangli,Basapachiwadi,Kavthe Mahankal,Anganwadi,Sushila Anna So Shinde,10kW+
Sangli, Kavthemahankal,Kavthe Mahankal,School,Zilla Parishad School Narghol Patil Settlement Kavathe Mahankal,2kW
Sangli,Basapachiwadi,Kavthe Mahankal,Anganwadi,"B, Wadi Village Area",5kW
Sangli,Borgaon ,Kavthe Mahankal,Anganwadi,Tasgaon Road Anganwadi No 4 Borgaon,10kW
Sangli,Maliwasti Kavthemahankal,Kavthe Mahankal,School,Z.P. School Malivasti Km.,2kW
Sangli,Kokale Dharnmala,Kavthe Mahankal,Anganwadi,27531060620  ??????? 64,10kW
Sangli,Gugwad,Jat,Health Subcenter,Ayushman Arogya mandhir Gugwad,4kW
Sangli,Ghatnandre ,Kavthe Mahankal,Anganwadi,Ghatnandre no -54,10kW+
Sangli,Malangaon ,Kavthe Mahankal,Anganwadi,Gyan Sanskar Mandir Malangaon Ranmala Center 11,10kW+
Sangli,Hingngao ,Kavthe Mahankal,Anganwadi,Integrated Child Development,1kW
Sangli,Manjarde ,Tasgaon,Anganwadi,Manjarde(147)27531110616,1kW
Sangli,Thabadewadi ,Kavthe Mahankal,Anganwadi,Angnwadi kr 92,5kW
Sangli,Dhalgaon,Kavthe Mahankal,Anganwadi,Anganwadi No. 156 Dhalgaon,2kW
Sangli,Ranjani,Kavthe Mahankal,Anganwadi,Dada Pawar Mala No. 60/ 8766816058,5kW
Sangli,LangarPeth ,Kavthe Mahankal,Anganwadi,Anganwadi Langarpeth Ranmala No. 163,10kW
Sangli,Karalhatti,Kavthe Mahankal,Anganwadi,Karlhatti 135,5kW
Sangli,Nehrunagar,Tasgaon,Anganwadi,Nehrunagar M20 (27531110913),1kW
Sangli,Hatnoor,Tasgaon,Anganwadi,Hatanur M 44,1kW
Sangli,Waifale,Tasgaon,Primary Health Center,PHC Waifale,10kW+
Sangli,Kokale ,Kavthe Mahankal,Anganwadi,Ekatmik bal vikas yojna k.m ,1kW
Sangli,Hatnoor,Tasgaon,Anganwadi,Hatnur 132,1kW
Sangli,Bandagarvasti kavathe Mahanksl,Kavthe Mahankal,School,Z.P.School Bandgarwasti,3kW
Sangli,LangarPeth ,Kavthe Mahankal,Anganwadi,Anganwadi Ranmala Langarpeth No. 163,10kW
Sangli,Manjarde ,Tasgaon,Anganwadi,Manjarde (145)27531110614,1kW
Sangli,Dahiwadi,Tasgaon,Health Subcenter,HWC Dahiwadi,7kW
Sangli,Yelavi,Tasgaon,Anganwadi,Yelawi 13 (27531110927),1kW
Sangli,Visapur,Tasgaon,Anganwadi,Visapur 113,1kW
Sangli,Ranjani,Kavthe Mahankal,Anganwadi,Dada Pawar Mala No. 60,5kW
Sangli,Visapur,Tasgaon,Anganwadi,Visapur 107,1kW
Sangli,Kokale Dharanmala,Kavthe Mahankal,Anganwadi,27531060620,10kW
Sangli,Yelavi,Tasgaon,Anganwadi,Yelavee 16,1kW
Sangli,Kokale,Kavthe Mahankal,Anganwadi,Kokale Lagonte Mala 132,10kW+
Sangli,Alate ,Tasgaon,Anganwadi,Gyan Ganga,1kW
Sangli,Gotewadi,Tasgaon,Anganwadi,Gotewadi M 43,1kW
Sangli,Nangole ,Kavthe Mahankal,Anganwadi,Hubale Vasti Nangole No. 168,7kW
Sangli,Agalgaon,Kavthe Mahankal,Anganwadi,Integrated Child Development Service Scheme Kavathe Mahankal,1kW
Sangli,Visapur,Tasgaon,Anganwadi,Visapur 112,1kW
Sangli,Jaygvhan ,Kavthe Mahankal,Anganwadi,Vadgaon Road Jaigvan,1kW
Sangli,Ranjani (Malinagar),Kavthe Mahankal,Anganwadi,Anganwadi,10kW+
Sangli,Turchi,Tasgaon,Anganwadi,Turchi.21 (2753110918),1kW
Sangli,Nangole Kramank 168,Kavthe Mahankal,Anganwadi,Hubalevasti Nangole No.168,2kW
Sangli,Savlaj,Tasgaon,Primary Health Center,PHC Savalj,10kW
Sangli,Manjarde ,Tasgaon,Anganwadi,Manjarde 148. )27531110617,1kW
Sangli,Nangole ,Kavthe Mahankal,Anganwadi,Anganwadi Hubalewasti Nangole No. 168,2kW
Sangli,Bendri,Tasgaon,Anganwadi,Bendri 4(27531110901),1kW
Sangli,Jaygavhan ,Kavthe Mahankal,Anganwadi,Vadgaon Road,1kW
Sangli,Irali ,Kavthe Mahankal,Anganwadi,Kavathemahankal,7kW
Sangli,Nangole ,Kavthe Mahankal,Anganwadi,Hubalevasti Nangole,1kW
Sangli,Nehrunagar,Tasgaon,Anganwadi,Nehrunagar 2 (27531110911),1kW
Sangli,Savarde,Tasgaon,Health Subcenter,Ayushman arogya mandir savarde,4kW
Sangli,Shelkewadi ,Kavthe Mahankal,Anganwadi,Nandatai Gorakhnath Jagtap,7kW
Sangli,Agran  Dhulgaon ,Kavthe Mahankal,Anganwadi,Kumbhar  Mala ,5kW
Sangli,Basapachiwadi,Kavthe Mahankal,Anganwadi,Jankarvasti No. 128,4kW
Sangli,Yelavi,Tasgaon,Anganwadi,Yelawi 15. (27531110930),1kW
Sangli,Ranjani,Kavthe Mahankal,Anganwadi,Integrated Child Development Service Scheme Kavathe Mahankal District Sagli,10kW
Sangli,Malgaon,Miraj,Anganwadi,Malgaon,5kW
Sangli,Manjarde ,Tasgaon,Anganwadi,Manjarde M46 )27531110619,1kW
Sangli,Malgaon,Miraj,Anganwadi,Malgaon Lakshminagar No. 157,10kW
Sangli,Manjarde ,Tasgaon,Anganwadi,Manjarde M47. 27531110620,1kW
Sangli,Kuchi ,Kavthe Mahankal,Anganwadi,Anganwadi No. 61,5kW
Sangli,LangarPeth ,Kavthe Mahankal,Anganwadi,Anganwadi Langarpeth Ranmala. No. 163,10kW+
Sangli,Yelavi,Tasgaon,Anganwadi,Yelavi 17(27531110932),1kW
Sangli,LangarPeth ,Kavthe Mahankal,Anganwadi,Anganwadi Langarpeth Ranmala No. 163.,10kW+
Sangli,Bhgaiwadi,Shirala,Anganwadi,Bhagaiwadi 18(27531100720),1kW
Sangli,Karoli T,Kavthe Mahankal,Anganwadi,Jagtap Vasti,5kW
Sangli,Ranjani,Kavthe Mahankal,Anganwadi,Ranjani pawarnagar 144,10kW+
Sangli,Manjarde ,Tasgaon,Anganwadi,Manjarde M50 27531110622,1kW
Sangli,Nehrunagar,Tasgaon,Anganwadi,Nehrunagar M 9(27531110912),1kW
Sangli,Julewadi,Tasgaon,Anganwadi,Jule Wadi 8 A (27531110903),1kW
Sangli,Ranjani,Kavthe Mahankal,Anganwadi,Kuran Chavan Settlement No. 58,10kW
Sangli,Chikhali,Shirala,Anganwadi,Chikhli 190(27531100707),1kW
Sangli,Julewadi,Tasgaon,Anganwadi,Jule Wadi 8 (27531110902),1kW
Sangli,Arag,Miraj,Anganwadi,AWC NO 13 Hanuman Nagar Arag,10kW+
Sangli,Borgaon ,Kavthe Mahankal,Anganwadi,Yekatmik balvikas seva yojana Kavathemahankal ,3kW
Sangli,Natoli,Shirala,Anganwadi,Natoli 189(27531100711),1kW
Sangli,Sagaon,Shirala,Anganwadi,Chandolivsahat 188(27531100718),1kW
Sangli,Kuktoli  Punekar vasti ,Kavthe Mahankal,Anganwadi,Punekar vasti  101,7kW
Sangli,Sagaon,Shirala,Anganwadi,Phulewasti 186(27531100716),1kW
Sangli,Sonawade,Shirala,Anganwadi,Sonawade 01(27530011607),1kW
Sangli,Punwat,Shirala,Anganwadi,Shelkewasti 183(27531100728),1kW
Sangli,Landgewadi,Kavthe Mahankal,Anganwadi,Gokul shishuvihar no.3,10kW+
Sangli,Savlaj,Tasgaon,Anganwadi,Savlaj (174) 27531110707,1kW
Sangli,Shirala Khurd,Shirala,Anganwadi,Shirlekhurd 182(27531100730),1kW
Sangli,Malangaon ,Kavthe Mahankal,Anganwadi,Madhuban prakashmani balmandir malangaon ,10kW+
Sangli,Chikhali,Shirala,Anganwadi,Chikhali 143(27531100706),1kW
Sangli,Kalokhewadi 02,Shirala,Anganwadi,Kalokhewadi 02,1kW
Sangli,Savlaj,Tasgaon,Anganwadi,Savalaj (176) 27531110709,1kW
Sangli,Umadi,Jat,School,Z.P.Private Marathi School Sambhajinagar,2kW
Sangli,Landgewadi,Kavthe Mahankal,Anganwadi,Gokul shishuvihar no.3,10kW
Sangli,Kokale ,Kavthe Mahankal,Anganwadi,Nagnevasti,4kW
Sangli,Natoli,Shirala,Anganwadi,Natoli 142(27531100710),1kW
Sangli,Savlaj,Tasgaon,Anganwadi,Savalaj( 178) 27531110711,1kW
Sangli,Sidharthnagar 03,Shirala,Anganwadi,Siddharthnagar 03 (27531100617),1kW
Sangli,Agalgaon,Kavthe Mahankal,Anganwadi,Gaykwadvasti Anganwadi 27,2kW
Sangli,Kongnoli ,Kavthe Mahankal,Anganwadi,Nadafwasti no 105,10kW+
Sangli,Chikhali,Shirala,Anganwadi,Chikhali 116(27531100705),1kW
Sangli,Savlaj,Tasgaon,Anganwadi,Savlaj (179)27531110712,1kW
Sangli,Khanderajuri,Miraj,Anganwadi,Integrated Child Development Scheme,2kW
Sangli,Chikhali,Shirala,Anganwadi,Chikhli 115(27531100704),1kW
Sangli,Savlaj,Tasgaon,Anganwadi,Savalj (182) 27531110715,1kW
Sangli,Bhastewadi 05,Shirala,Anganwadi,Bhashtewadi (27531100613),1kW
Sangli,Sagaon,Shirala,Anganwadi,Sagaon 113(27531100715),1kW
Sangli,Savlaj,Tasgaon,Anganwadi,Savalj( 209) 27531110716,1kW
Sangli,Sagaon,Shirala,Anganwadi,Sagav 112(27531100714),1kW
Sangli,Gudhe 07,Shirala,Anganwadi,Gudhe (27531100627),1kW
Sangli,Sagaon,Shirala,Anganwadi,Sagav 111(27531100713),1kW
Sangli,Malgaon,Miraj,Anganwadi,Anganwadi,5kW
Sangli,Malngaon ,Kavthe Mahankal,Anganwadi,Jadhav Bhosale Vasti Malangaon,7kW
Sangli,Manewadi 09,Shirala,Anganwadi,Manewadi (27531100626),1kW
Sangli,Savlaj,Tasgaon,Anganwadi,Savalaj (72 ) 27531110719,1kW
Sangli,Sagaon,Shirala,Anganwadi,Sagaon 110 (27531100712),1kW
Sangli,Nandoli Wasahat Bagani ,Walwa,School,Z.P.School Nandoli Colony Bagni,3kW
Sangli,Karungali 13,Shirala,Anganwadi,Karungali (27531100620),1kW
Sangli,Dhalewadi,Shirala,Anganwadi,Dholewadi 109(27531100721),1kW
Sangli,Londhe,Tasgaon,Anganwadi,Londhe (103) 27531110704,1kW
Sangli,Yelavi,Tasgaon,Anganwadi,Yelavi 9 (27531110924),1kW
Sangli,Mandur 128,Shirala,Anganwadi,Mandoor (27531100601),1kW
Sangli,Lokrewadi,Tasgaon,Anganwadi,Lokrewadi (188) 27531110706,1kW
Sangli,Bhgaiwadi,Shirala,Anganwadi,Bhagaiwadi 106(27531100719),1kW
Sangli,Yelavi,Tasgaon,Anganwadi,Yelavi 10 (27531110925),1kW
Sangli,Nandoli Wasahat Bagani ,Walwa,School,Zilla Parishad,3kW
Sangli,Punwat,Shirala,Anganwadi,Punvat 56(27531100726),1kW
Sangli,Arewadi,Kavthe Mahankal,Anganwadi,Mangal Sunil Babar,2kW
Sangli,Wadgaon,Tasgaon,Anganwadi,Vadgaon 65 27531110730,1kW
Sangli,Shiralekhurd,Shirala,Anganwadi,Shirlekhurd 55(27531100729),1kW
Sangli,Shidhewadi,Tasgaon,Anganwadi,Siddhewadi (195) 27531110720,1kW
Sangli,Padali,Kadegaon,Anganwadi,Anganwadi No. Mini 10,1kW
Sangli,Sidhewadi,Tasgaon,Anganwadi,Siddhewadi (196) 27531110721,1kW
Sangli,Borgaon ,Kavthe Mahankal,Anganwadi,Anganwadi no 6 Borgaon ,7kW
Sangli,Savlaj,Tasgaon,Anganwadi,Siddhewadi (197)27531110722,1kW
Sangli,Anjani ,Tasgaon,Anganwadi,Anjani (193) 27531110102,1kW
Sangli,Anjani ,Tasgaon,Anganwadi,Anjani (194) 27531110103,1kW
Sangli,Wajrachoude ( 15)27531110127,Tasgaon,Anganwadi,Vajrachaude 15) 27531110127,1kW
Sangli,Bastawde ,Tasgaon,Anganwadi,Bastavade (171) 27531110105,1kW
Sangli,Bastawde ,Tasgaon,Anganwadi,Bastavade (172) 27531110107,1kW
Sangli,Dongarsoni ,Tasgaon,Anganwadi,Dongarsoni (183) 27531110110,1kW
Sangli,Gundewadi ,Miraj,Anganwadi,Gundewadi Laxminagar Nandiwale Vasti ,10kW+
Sangli,Dongarsoni ,Tasgaon,Anganwadi,Dongarsoni (184)27531110114,1kW
Sangli,Gavhan ,Tasgaon,Anganwadi,Gavhan (57)27531110118,1kW
Sangli,Gavhan ,Tasgaon,Anganwadi,Gavhan(58)27531110120,1kW
Sangli,Gavhan ,Tasgaon,Anganwadi,Gavhan (59)27531110121,1kW
Sangli,Ashta,Walwa,School,Zilla Parishad School Ashta No. 17,2kW
Sangli,Malngaon ,Kavthe Mahankal,Anganwadi,Integrated Child Development Service Scheme Kavathe Mahankal,10kW+
Sangli,Malngaon ,Kavthe Mahankal,Anganwadi,Integrated Child Development Service Scheme Kavathe Mahankal,10kW+
Sangli,Kongnoli,Kavthe Mahankal,Anganwadi,Integrated Child Development Project,10kW+
Sangli,Kongnoli ,Kavthe Mahankal,Anganwadi,Integrated Child Development Project,10kW
Sangli,Borgaon,Kavthe Mahankal,Anganwadi,ICDS,4kW
Sangli,Gundewadi,Miraj,Anganwadi,Kolekar Settlement 22,7kW
Sangli,Khanderajuri ,Miraj,Anganwadi,Integrated Child Development Service Scheme Miraj,7kW
Sangli,Irali ,Kavthe Mahankal,Anganwadi,Village Irli 172,7kW
Sangli,Kapuskhed ,Walwa,Anganwadi,Integrated Child Development Service Scheme Walwa 1 Islampur Division Nerle Village Kapuskhed Division Decision Village Kapuskhed,10kW+
Sangli,Nangole ,Kavthe Mahankal,Anganwadi,Hubalevasti Nangole,1kW
Sangli,Zurewadi,Kavthe Mahankal,Anganwadi,Zhurewadi No. 95,10kW+
Sangli,Khatav ,Miraj,Anganwadi,Integrated Child Development Service Scheme Miraj,10kW
Sangli,Dorli,Jat,Anganwadi,Brahmanath Nagar Dorli,1kW
Sangli,Banewadi ,Kavthe Mahankal,Anganwadi,Banewadi 41,2kW
Sangli,Mhaisal M ,Kavthe Mahankal,Anganwadi,Mhaisal M 116,7kW
Sangli,Malngaon ,Kavthe Mahankal,Anganwadi,Malangaon Anganwadi No. 10,10kW+
Sangli,Karoli T,Kavthe Mahankal,Anganwadi,Tamboli Settlement 49,5kW
Sangli,Mhaisahal m ,Kavthe Mahankal,Anganwadi,Mhaishal m Karpe Settlement No. 50,5kW
Sangli,Girjavde (Mulikwadi),Shirala,Anganwadi,Mulikwadi,1kW
Sangli,Mohite Wadgaov,Kadegaon,Anganwadi,Anganwadi-14,1kW
Sangli,Girjavde (Mulikwadi),Shirala,Anganwadi,Mulikwadi-27531100823,1kW
Sangli,Jadhavwadi,Kavthe Mahankal,Anganwadi,Jagatap vasti 40 ,10kW
Sangli,Ambak,Kadegaon,Anganwadi,Anganwadi -23,1kW
Sangli,Girjavde,Shirala,Anganwadi,Girjawade-27531100808,1kW
Sangli,Soradi,Jat,Health Subcenter,Subcentre Soradi,10kW+
Sangli,Ambak,Kadegaon,Anganwadi,Anganwadi -24,1kW
Sangli,P.T.Shirala,Shirala,Anganwadi,P.T Shirala -27531100818,1kW
Sangli,Padali,Kadegaon,Anganwadi,Padli (29)27531050102,1kW
Sangli,Sonsal,Kadegaon,Anganwadi,Sonsal (31) 27531050105,1kW
Sangli,Jadavwadi,Kavthe Mahankal,Anganwadi,Jadhavwadi96,10kW
Sangli,Bambwde,Shirala,Anganwadi,Bambawade-27531100803,1kW
Sangli,Hatnoor,Tasgaon,School,Zilla Parishad School Hatnur,3kW
Sangli,Shirsgaon,Kadegaon,Anganwadi,Shirasgaon(33)27531050107,1kW
Sangli,Pimpalwadi,Kavthe Mahankal,Anganwadi,Pimpalwadi Anganwadi No. 126,5kW
Sangli,Bahirewadi,Shirala,Anganwadi,Bahirewadi-27531100804,1kW
Sangli,Borgaon,Kavthe Mahankal,Anganwadi,Panchashil Nagar,10kW
Sangli,Sonkire,Kadegaon,Anganwadi,Sonkire (34)27531050108,1kW
Sangli,Shirshi,Shirala,Anganwadi,Shirshi-27531100820,1kW
Sangli,Sonkire,Kadegaon,Anganwadi,Sonkire (36)27531050110,1kW
Sangli,Wakurde Khurd,Shirala,Anganwadi,Wakurde Khurd-27531100833,1kW
Sangli,Chinchani,Kadegaon,Anganwadi,Chinchani (37)27531050111,1kW
Sangli,Bamnoli,Miraj,School,Z.P.School Sangekondke Mala Bamanoli,2kW
Sangli,Daflapur,Jat,School,Z.p.school chavanvasti no.2 (Dafalapur),10kW+
Sangli,Vakurde Khurd Savadekarwadi,Shirala,Anganwadi,Savade Karwadi-27531100834,1kW
Sangli,Ambak,Kadegaon,Anganwadi,Anganwadi 25,1kW
Sangli,Manewadi Shegaon,Jat,School,Z.P. School Manewadi Shegaon,3kW
Sangli,Chinchani,Kadegaon,Anganwadi,Chinchani (39) 27531050113,1kW
Sangli,Dhawadwadi ,Jat,School,Zilla Parishad Urdu School Dhawadwadi,2kW
Sangli,Ambewadi,Shirala,Anganwadi,Ambewadi-27531100801,1kW
Sangli,Jalihal Bk,Jat,School,Zilla Parishad Primary Marathi School Jalihal Budruk,5kW
Sangli,Kamlapur,Khanapur,School,Zilla Parishad School Kamalapur,2kW
Sangli,Karoli T,Kavthe Mahankal,Anganwadi,Kedarling Settlement No. 48,10kW+
Sangli,Ambak,Kadegaon,Anganwadi,Anganwadi-26,1kW
Sangli,Pachumbri,Shirala,Anganwadi,Pachumbhri-27531100815,1kW
Sangli,Audumber,????,School,Zilla Parishad Primary School Audumbar,2kW
Sangli,Karoli T,Kavthe Mahankal,Anganwadi,Karoli T No. 111,5kW
Sangli,Ambak,Kadegaon,Anganwadi,Anganwadi-27,1kW
Sangli,Chinchani,Kadegaon,Anganwadi,Chinchani (41)27531050115,1kW
Sangli,Borgoan ,Kavthe Mahankal,Anganwadi,Anganwadi Borgoan Patilvasti ,10kW+
Sangli,Ramapur,Kadegaon,Anganwadi,Anganwadi-9,1kW
Sangli,Anjani,Tasgaon,School,Zilla Parishad Primary School Anjani,7kW
Sangli,Chinchani,Kadegaon,Anganwadi,Chinchani (42)27531050116,1kW
Sangli,Kadepur ,Kadegaon,Anganwadi,ICDS,3kW
Sangli,Ramapur,Kadegaon,Anganwadi,Anganwadi-12,1kW
Sangli,Borgoan ,Kavthe Mahankal,Anganwadi,Anganwadi Borgoan Patilvasti ,10kW+
Sangli,Nerli,Kadegaon,Anganwadi,Anganwadi-101,1kW
Sangli,Nerli,Kadegaon,Anganwadi,Anganwadi-102,1kW
Sangli,Kucchi,Kavthe Mahankal,Anganwadi,Pav Vasti No. 23,5kW
Sangli,Sarati,Kavthe Mahankal,Anganwadi,Anganwadi Sarati No. 109,10kW+
Sangli,Kotawade,Kadegaon,Anganwadi,Anganwadi Mini-2,1kW
Sangli,Baj,Jat,School,ZP Primary School Kondikire Salunkhe Settlement.,2kW
Sangli,Vithurayachiwadi ,Kavthe Mahankal,Anganwadi,Integrated Child Development Service Scheme Kavathe Mahankal Project,10kW+
Sangli,Apshinge,Kadegaon,Anganwadi,Anganwadi -105,1kW
Sangli,Devrastre,Kadegaon,Anganwadi,Devarashtre (1)27531050117,1kW
Sangli,Kuchi ,Kavthe Mahankal,Anganwadi,Pav Vasti No. 23,5kW
Sangli, Zurewadi,Kavthe Mahankal,Anganwadi,Sathe Vasti  (39),5kW
Sangli,Ghatnander ,Kavthe Mahankal,Anganwadi,Ghatnandre ,1kW
Sangli,Devrastre(3)27531050119,Kadegaon,Anganwadi,Devashtre (3)27531050119,1kW
Sangli,Devrastre,Kadegaon,Anganwadi,Devarashtre (5)27531050121,1kW
Sangli,Tillyal,Jat,School,"Zilla Parishad School, Tilyal",5kW
Sangli,Kongnoli ,Kavthe Mahankal,Anganwadi,Commission,2kW
Sangli,Devrastre,Kadegaon,Anganwadi,Devarashtre (7)27531050123,1kW
Sangli,Ghatnandre ,Kavthe Mahankal,Anganwadi,Ghatnandre ,10kW
Sangli,Garlewadi no. 1 sonyal ,Jat,School,Zp marathi school garlewadi no 1 ,3kW
Sangli,Kuktoli,Kavthe Mahankal,Anganwadi,Kuktoli-98,5kW
Sangli,Ghatnandre ,Kavthe Mahankal,Anganwadi,Ghatnandre ,10kW
Sangli,Devrastre,Kadegaon,Anganwadi,Devrashtre (Mini 5)27531050125,1kW
Sangli,Khambale Aundh,Kadegaon,Anganwadi,Anganwadi -106,1kW
Sangli,Kuktoli,Kavthe Mahankal,Anganwadi,Anganwadi No. 99,5kW
Sangli,Khambale Aundh,Kadegaon,Anganwadi,Anganwadi -107,1kW
Sangli,Ghatnandre ,Kavthe Mahankal,Anganwadi,Ghatnandre ,10kW
Sangli,Shindewadi,Kavthe Mahankal,Anganwadi,Anganwadi,10kW+
Sangli,Chinchole,Atpadi,Anganwadi,Chopade Vasti,1kW
Sangli,Kanthi,Jat,Anganwadi,Gaonbhag Kanthi 76,1kW
Sangli,Chonchole,Atpadi,Anganwadi,Thorat Vasti 16,1kW
Sangli,Kharashing,Kavthe Mahankal,Anganwadi,Kamal Balaso chavan,2kW
Sangli,Shindewadi 30,Kavthe Mahankal,Anganwadi,Shindewadi 30,10kW+
Sangli,Kanthi,Jat,Anganwadi,Madne Vasti Kanthi 77,1kW
Sangli,Deshing,Kavthe Mahankal,Anganwadi,Ekathmik Bal Vikas Yojana,1kW
Sangli,Walwan,Atpadi,Anganwadi,Walwan 104,1kW
Sangli,Walwan,Atpadi,Anganwadi,Jankarwadi 105,1kW
Sangli,Kanthi,Jat,Anganwadi,Madne Vasti Kanthi 77,1kW
Sangli,Girgaon,Jat,Anganwadi,Girgaon Gaonbhag Anganwadi Code No 27531120105,1kW
Sangli,Chorochi,Kavthe Mahankal,Anganwadi,Chorochi Hajare Vasti Anganwadi ????.188,10kW+
Sangli,Girgaon,Jat,Anganwadi,Girgaon Madne vasti Anganwadi Code No 27531120106,1kW
Sangli,Girgaon,Jat,Anganwadi,Gorgapm Dhumal Vasti Anganwadi Code No 27531120104,1kW
Sangli,Kamat,Atpadi,Anganwadi,Kamat 54,1kW
Sangli,Ghorpadi,Kavthe Mahankal,Anganwadi,ICDS kavathe Mahankal,10kW
Sangli,Mitki,Atpadi,Anganwadi,Waghmode Vasti 174,1kW
Sangli,Bhiwargi ,Jat,Anganwadi,Bhivargi Gaonbhag Anganwadi Code No 27531120101,1kW
Sangli,Bhiwargi ,Jat,Anganwadi,Bhivargi Kokare Vasti Anganwadi Code No 27531120103,1kW
Sangli,Tikondi,Jat,Anganwadi,Tikondi Gaonbhag Anganwadi Code No 27531120124,1kW
Sangli,Tikondi,Jat,Anganwadi,Tikondi Gaonbhag Anganwadi Code No 27531120123,1kW
Sangli,Walwa,Walwa,Anganwadi,Walva Center No 27531150610,1kW
Sangli,Tikondi Kerewadi,Jat,Anganwadi,Tikondi Karewadi Tambevasti Anganwadi Code No 27531120129,1kW
Sangli,Tisangi ,Kavthe Mahankal,Anganwadi,Tisangi Anganwadi kr.71,7kW
Sangli,Walwa,Walwa,Anganwadi,Walva 27531150616,1kW
Sangli,Kokale,Kavthe Mahankal,School,Z.P.School No 1 Kokale,5kW
Sangli,Shirgaon,Walwa,Anganwadi,Shirgaon 27531150632,1kW
Sangli,Shirgaon,Walwa,Anganwadi,Shirgaon 27531150634,1kW
Sangli,Budhgaon ,Sangli City,Anganwadi,Budhgaon Center No 39 (27531090109),1kW
Sangli,Bagani ,Walwa,Anganwadi,Bagani 27531150105,1kW
Sangli,Dudhebhavi ,Kavthe Mahankal,Anganwadi, Yekatmik bal vikas,10kW
Sangli,Bagani,Walwa,Anganwadi,Bagani 27531150106,1kW
Sangli,Budhgaon ,Sangli City,Anganwadi,Budhgaon Center No 40 (27531090110),1kW
Sangli,Dudhebhavi ,Kavthe Mahankal,Anganwadi,Yekatmik bal vikas seva yojana,10kW
Sangli,Wategaon ,Walwa,Anganwadi,Kalmwadi 27531140715,1kW
Sangli,Takari Gaon,Walwa,Anganwadi,Shri Ganesha Anganwadi Takari village,10kW
Sangli,Budhgaon ,Sangli City,Anganwadi,Budhgaon Center No 41 (27531090111),1kW
Sangli,Tikondi,Jat,Anganwadi,Tikondi Laxmi vasti Anganwadi Code No 27531120126,1kW
Sangli,Tikondi,Jat,Anganwadi,Tikondi Madoli Vasti Anganwadi Code No -27531120127,1kW
Sangli,Narwad,Miraj,Anganwadi,Z.P.School ??? 45 (27531070222),1kW
Sangli,Goundvadi ,Walwa,Anganwadi,Adarsh Awc88 ,1kW
Sangli,Tung,Miraj,Anganwadi,Tung ?? Code No -??????????? ,1kW
Sangli,Narwad,Miraj,Anganwadi,Maruti Temple Center No.46 (27531070223),1kW
Sangli,Narwad,Miraj,Anganwadi,Gairanwadi Center No. 47 (27531070224),1kW
Sangli,Masuchiwadi ,Walwa,Anganwadi,Savitribai fule anganwadi no 181,1kW
Sangli,Jalihal Bk,Jat,Anganwadi,Jalihal Budruk Gaonbhag Anganwadi Code No 27531120109,1kW
Sangli,Goundvadi ,Walwa,Anganwadi,Adarsh Awc88 ,1kW
Sangli,Kharsundi,Atpadi,Anganwadi,Kharsundi 56,1kW
Sangli,Tung,Miraj,Anganwadi,Tung Center No .?? .Code No-27531090230,1kW
Sangli,Wategaon ,Walwa,Anganwadi,Wategaon 27531140723,1kW
Sangli,Nelkaranji,Atpadi,Anganwadi,Gulalaki 38,1kW
Sangli,Wategaon ,Walwa,Anganwadi,Wategaon 27531140705,1kW
Sangli,Samdoli ,Miraj,Anganwadi,Samdoli Center No 15 Code No -27531090217,1kW
Sangli,Wategaon ,Walwa,Anganwadi,Wategaon 27531140703,1kW
Sangli,Tung,Miraj,Anganwadi,Tung Center No29 Code No- 27531090231,1kW
Sangli,Wategaon ,Walwa,Anganwadi,Wategaon 327531140708,1kW
Sangli,Samdoli,Miraj,Anganwadi,Samdoli Center No18 Code No -27531090220,1kW
Sangli,Samdoli,Miraj,Anganwadi,Samdoli Center No 16 Code No 27531090218,1kW
Sangli,Samdoli,Miraj,Anganwadi,Samdoli Center No 21 Code No 27531090223,1kW
Sangli,Samdoli,Miraj,Anganwadi,Samdoli Center No19 Code No -27531090221,1kW
Sangli,Wategaon ,Walwa,Anganwadi,Wategaon 27531140710,1kW
Sangli,Wategaon ,Walwa,Anganwadi,Wategaon 27531140711,1kW
Sangli,Kagnari,Jat,Anganwadi,Kaganari GAonbhag Anganwadi Code No 27531120111,1kW
Sangli,Kasbedigraj,Miraj,Anganwadi,Kasbe Digraj Center No ? Code No 27531090202,1kW
Sangli,Bhatwadi,Walwa,Anganwadi,Wategaon 27531140715,1kW
Sangli,Borgaon,Walwa,Anganwadi,Borgaon Anganwadi No. 57 (27531150402),1kW
